water_type,wavelength_nm,quantity,value_per_m,unit,status,note
II,712,b,0.158,1/m,ok,
II,713,a,0.819,1/m,ok,
II,713,b,0.158,1/m,ok,
II,714,a,0.846,1/m,ok,
II,714,b,0.158,1/m,ok,
II,715,a,0.879,1/m,ok,
II,715,b,0.158,1/m,ok,
II,716,a,0.912,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,716,b,0.157,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,717,a,0.951,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,717,b,0.157,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,718,a,0.989,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,718,b,0.157,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,719,a,1.03,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,719,b,0.157,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,720,a,1.07,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,720,b,0.157,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,721,a,1.12,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,721,b,0.157,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,722,a,1.17,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,722,b,0.157,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,723,a,1.22,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,723,b,0.157,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,724,a,1.27,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,724,b,0.157,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,725,a,1.32,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,725,b,0.157,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,726,a,1.37,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,726,b,0.157,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,727,a,1.43,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,727,b,0.156,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,728,a,1.49,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,728,b,0.156,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,729,a,1.56,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,729,b,0.156,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,730,a,1.62,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,730,b,0.156,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,731,a,1.71,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,731,b,0.156,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,732,a,1.79,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,732,b,0.156,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,733,a,1.89,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,733,b,0.156,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,734,a,1.99,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,734,b,0.156,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,735,a,2.1,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,735,b,0.156,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,736,a,2.21,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,736,b,0.156,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,737,a,2.3,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,737,b,0.156,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,738,a,2.4,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,738,b,0.155,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,739,a,2.46,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,739,b,0.155,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,740,a,2.53,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,740,b,0.155,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,741,a,2.58,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,741,b,0.155,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,742,a,2.62,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,742,b,0.155,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,743,a,2.65,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,743,b,0.155,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,744,a,2.67,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,744,b,0.155,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,745,a,2.69,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,745,b,0.155,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,746,a,2.7,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,746,b,0.155,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,747,a,2.71,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,747,b,0.155,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,748,a,2.72,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,748,b,0.155,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,749,a,2.73,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,749,b,0.155,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,750,a,2.73,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,750,b,0.154,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,751,a,2.74,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,751,b,0.154,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,752,a,2.74,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,752,b,0.154,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,753,a,2.75,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,753,b,0.154,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,754,a,2.75,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,754,b,0.154,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,755,a,2.75,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,755,b,0.154,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,756,a,2.76,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,756,b,0.154,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,757,a,2.76,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,757,b,0.154,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,758,a,2.76,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,758,b,0.154,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,759,a,2.77,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,759,b,0.154,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,760,a,2.77,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,760,b,0.154,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,761,a,2.77,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,761,b,0.154,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,762,a,2.77,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,762,b,0.154,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,763,a,2.77,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,763,b,0.153,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,764,a,2.78,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,764,b,0.153,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,765,a,2.77,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,765,b,0.153,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,766,a,2.77,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,766,b,0.153,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,767,a,2.77,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,767,b,0.153,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,768,a,2.76,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,768,b,0.153,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,769,a,2.76,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,769,b,0.153,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,770,a,2.76,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,770,b,0.153,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,771,a,2.75,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,771,b,0.153,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,772,a,2.75,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,772,b,0.153,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,773,a,2.74,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,773,b,0.153,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,774,a,2.73,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,774,b,0.153,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,775,a,2.72,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,775,b,0.152,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,776,a,2.71,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,776,b,0.152,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,777,a,2.7,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,777,b,0.152,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,778,a,2.69,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,778,b,0.152,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,779,a,2.68,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,779,b,0.152,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,780,a,2.66,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,780,b,0.152,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,781,a,2.65,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,781,b,0.152,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,782,a,2.63,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,782,b,0.152,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,783,a,2.62,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,783,b,0.152,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,784,a,2.61,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,784,b,0.152,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,785,a,2.59,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,785,b,0.152,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,786,a,2.57,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,786,b,0.152,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,787,a,2.55,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,787,b,0.152,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,788,a,2.53,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,788,b,0.151,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,789,a,2.51,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,789,b,0.151,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,790,a,2.49,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,790,b,0.151,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,791,a,2.47,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,791,b,0.151,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,792,a,2.45,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,792,b,0.151,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,793,a,2.43,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,793,b,0.151,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,794,a,2.41,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,794,b,0.151,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,795,a,2.39,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,795,b,0.151,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,796,a,2.37,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,796,b,0.151,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,797,a,2.35,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,797,b,0.151,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,798,a,2.33,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,798,b,0.151,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,799,a,2.31,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,799,b,0.151,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,800,a,2.29,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
II,800,b,0.151,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,300,a,0.349,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,300,b,0.374,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,301,a,0.347,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,301,b,0.374,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,302,a,0.344,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,302,b,0.373,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,303,a,0.342,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,303,b,0.372,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,304,a,0.339,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,304,b,0.372,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,305,a,0.336,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,305,b,0.371,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,306,a,0.334,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,306,b,0.37,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,307,a,0.331,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,307,b,0.369,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,308,a,0.328,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,308,b,0.369,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,309,a,0.325,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,309,b,0.368,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,310,a,0.323,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,310,b,0.367,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,311,a,0.32,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,311,b,0.367,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,312,a,0.317,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,312,b,0.366,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,313,a,0.314,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,313,b,0.365,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,314,a,0.311,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,314,b,0.365,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,315,a,0.308,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,315,b,0.364,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,316,a,0.305,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,316,b,0.363,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,317,a,0.302,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,317,b,0.363,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,318,a,0.299,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,318,b,0.362,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,319,a,0.296,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,319,b,0.362,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,320,a,0.293,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,320,b,0.361,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,321,a,0.29,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,321,b,0.36,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,322,a,0.286,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,322,b,0.36,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,323,a,0.283,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,323,b,0.359,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,324,a,0.28,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,324,b,0.359,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,325,a,0.277,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,325,b,0.358,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,326,a,0.273,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,326,b,0.357,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,327,a,0.27,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,327,b,0.357,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,328,a,0.266,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,328,b,0.356,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,329,a,0.263,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,329,b,0.356,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,330,a,0.26,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,330,b,0.355,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,331,a,0.257,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,331,b,0.355,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,332,a,0.253,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,332,b,0.354,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,333,a,0.25,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,333,b,0.353,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,334,a,0.247,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,334,b,0.353,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,335,a,0.244,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,335,b,0.352,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,336,a,0.24,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,336,b,0.352,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,337,a,0.237,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,337,b,0.351,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,338,a,0.233,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,338,b,0.351,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,339,a,0.23,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,339,b,0.35,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,340,a,0.226,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,340,b,0.35,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,341,a,0.222,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,341,b,0.349,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,342,a,0.218,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,342,b,0.349,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,343,a,0.214,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,343,b,0.348,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,344,a,0.21,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,344,b,0.348,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,345,a,0.206,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,345,b,0.347,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,346,a,0.202,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,346,b,0.347,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,347,a,0.198,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,347,b,0.346,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,348,a,0.194,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,348,b,0.346,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,349,a,0.19,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,349,b,0.345,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,350,a,0.186,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,350,b,0.345,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,351,a,0.183,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,351,b,0.344,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,352,a,0.18,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,352,b,0.344,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,353,a,0.177,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,353,b,0.343,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,354,a,0.173,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,354,b,0.343,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,355,a,0.171,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
III,355,b,0.342,1/m,model_extrapolation,実測点は412-715 nmのみ。この波長はモデルによる外挿
